preprocessedTweets	Polarity	cleanTweet	sentiment_score
"توہے تن کی پیڑ سجنا
موہے من کا روگ کهائے
تو مانے قبلے کے رخ کو
مورے اندر ذات سمائے"	N	"توہے پیڑ سجنا
موہے من روگ کهائے
تو مانے قبلے رخ کو
مورے اندر ذات سمائے"	-2
@Bintanveer4387 چوھدری صاب الٹی کشتی پر سوار ھیں۔	N	چوھدری صاب الٹی کشتی سوار ھیں۔	-2
"آئینے کی نظر لگ نہ جائے کہیں
جانِ جاں اپنا صدقہ اُتارا کرو"	N	"آئینے نظر لگ نہ کہیں
جانِ جاں اپنا صدقہ اُتارا"	0
کب شروع کرو گے ؟ https://t.co/CuPBkEArTL	N	شروع ؟	0
بھٹو کے دشمن اس اسکی موت کی تمنا لئے مرتے رہیں گے قیامت تک اور جب تک سورج چاند رھےگا ھمارا بھٹو زندہ و پائیندہ رھے… https://t.co/mD9lP7KIVH	N	بھٹو دشمن اسکی موت تمنا مرتے رہیں قیامت جب سورج چاند رھےگا ھمارا بھٹو زندہ پائیندہ رھے…	-5
اگر آئی ایس آئی خادم حسین کے زرائع آمدن کا پتہ نہیں لگا سکتی - تو پھر قوم کے اربوں روپۓ اِس پر کیوں خرچ کیۓ جاتے ہیں https://t.co/iNSlhGhNBt	N	اگر ایس خادم حسین زرائع آمدن پتہ نہیں لگا سکتی قوم اربوں روپۓ اِس خرچ کیۓ جاتے	1
مزاق رات کی ٹیم سے گزراش ہے جوگی کو بھی لایا جائے	O	مزاق رات ٹیم گزراش جوگی لایا	0
انسان توبہ کرتا ہے تو دوبارہ جنم لیتا ہے اگر ڈرامہ بازی کرتا ہے تو پستی کی طرف جاتا ہے۔ https://t.co/B7j2Gbd03G	N	انسان توبہ کرتا دوبارہ جنم لیتا اگر ڈرامہ بازی کرتا پستی جاتا ہے۔	-2
@AitzazAhsanPK سر جی یہ لوگ شرم و حیا کی سارے حدود کراس کر چکے ہیں ان کا ملک سے کیا لینا دینا یہ تو بس حکمرانی کرنے… https://t.co/cU0aPLn10Q	N	سر جی شرم حیا سارے حدود کراس ملک لینا دینا بس حکمرانی کرنے…	1
"*چیف جسٹس نے کراچی سے 4 دن میں کچرا اٹھانے کی ہدایت کی*

*خان صاحب نے پہلے ہی دن عامرلیاقت اٹھالیا. 😀🤔😀😂*"	O	"*چیف جسٹس کراچی دن کچرا اٹھانے ہدایت کی*

*خان صاحب پہلے دن عامرلیاقت اٹھالیا 😀🤔😀😂*"	0
بات کسی حد تک درست ہے مگر تحریک انصاف کے پاس سیاسی رشوت دینے کے لئے کچھ بھی نہیں اور ٹکٹ سے ناراض لوگ خالی وعدوں کی… https://t.co/hG5yAIpH0Z	N	بات کسی حد درست مگر تحریک انصاف پاس سیاسی رشوت دینے کچھ نہیں ٹکٹ ناراض خالی وعدوں کی…	4
@Uroosa_Salman اب ایسے بھی ہیں جو اسے جب بچا تھا جب سے جانتے ہیں	N	ایسے اسے جب بچا جب جانتے	0
"وہ ایک خط جو تو نے کبھی لکھا ھی نہیں
میں روز بیٹھ کر اس کا جواب لکھتا ھوں
Copied"	N	"خط کبھی لکھا ھی نہیں
میں روز بیٹھ جواب لکھتا ھوں"	0
@AbidSherAli کھوتے تو سوتا نہیں ہے ٬٬ کچھ وزارت کا کام بھی کر لیا کر ٬٬ یا ابھی جا کر بیگم کو ٹائم دے ٬٬ مریم نواز… https://t.co/lOGjxTv1WY	N	کھوتے سوتا نہیں ٬٬ کچھ وزارت کام ٬٬ یا ابھی جا بیگم ٹائم ٬٬ مریم نواز…	1
"رک جائیں جو کچھ دیر تو ہم بیٹھ کہ دم لیں 

بدلے ہی چلے جاتے ہیں حالات مسلسل"	N	"رک جائیں کچھ بیٹھ دم 

بدلے جاتے حالات مسلسل"	2
"خوشبوؤں کے جزیروں سے 
ستاروں کی حدود تک
اس شہر میں سب کچھ ہے 
پر تیری کمی ہے ۔۔۔۔۔۔"	N	"خوشبوؤں جزیروں 
ستاروں حدود تک
اس شہر سب کچھ 
پر تیری کمی ۔۔۔۔۔۔"	-1
"@TalhaGhouri786 @Silk_Lodhi وہ کر نہیں رہا تھا میری بات کا یقین 
پھر یوں ہوا کہ مر کے دکھانا پڑا مجھے"	N	"نہیں میری بات یقین 
پھر یوں مر دکھانا پڑا مجھے"	0
کارکنوں اور راہنماؤں کی بھرپور مخالفت کے باوجود عامر لیاقت کو شامل کرنے سے کم از کم ایک بات تو واضح ہوگئی کہ تحریک… https://t.co/kX2YRJQF5A	N	کارکنوں راہنماؤں بھرپور مخالفت باوجود عامر لیاقت شامل کرنے کم از کم بات واضح تحریک…	-1
"ايک سب ٹويٹ عرض هے:
ميری خواہش تهی کہ اس طرح کی کوئی لڑائی ہوجائے. ميں نے تين چار سال بڑی کوشش کی ليکن کامياب نہيں… https://t.co/Wb4FVK1rqG"	N	"ايک سب ٹويٹ عرض هے
ميری خواہش تهی طرح لڑائی ہوجائے ميں تين چار سال بڑی کوشش ليکن کامياب نہيں…"	2
"چیف جسٹس نے کراچی سے 4 دن میں کچرا اٹھانے کی ہدایت کی
خان صاحب نے پہلے ہی دن عامرلیاقت اٹھالیا.😆"	O	"چیف جسٹس کراچی دن کچرا اٹھانے ہدایت کی
خان صاحب پہلے دن عامرلیاقت اٹھالیا😆"	0
چیپ جسٹس سروسز ہسپتال چھاپے پر گیا وارڈ میں دو مریضوں کو اکسیجن لگی ہوئ تھی جبکہ تیسرے مریض کو نہیں لگی تھی چیپ جسٹ… https://t.co/LasPHd3JuM	N	چیپ جسٹس سروسز ہسپتال چھاپے وارڈ مریضوں اکسیجن ہوئ جبکہ تیسرے مریض نہیں چیپ جسٹ…	-2
"جو بھی ہو میرا قائد میری ضد 
انشاالّلہ جیت حق وسچ کی اور 
منافقین کو شکست ہو گئ:--
2018 PMLN کا ہے:--@MaryamNSharif… https://t.co/edhC467Qd4"	N	"میرا قائد میری ضد 
انشاالّلہ جیت حق وسچ 
منافقین شکست گئ
 ہے…"	-1
"@AamirLiaquat کبھی کبھی سچ زبان سے نکل کر قلم تک پہنچ جاتا ہے 
عزت آنے جانے والی چیز ہے بندا ڈھیٹ ہونا چاہیے https://t.co/eARDk1z5wg"	N	"کبھی کبھی سچ زبان نکل قلم پہنچ جاتا 
عزت آنے جانے والی چیز بندا ڈھیٹ ہونا چاہیے"	2
"@Uroosa_Salman بڑے میاں سو بڑے میاں 
چھوٹے میاں سبحان الله"	O	"بڑے میاں سو بڑے میاں 
چھوٹے میاں سبحان الله"	3
@KlasraRauf ائی لو یو کلاسرہ صاحب 😘	O	ائی یو کلاسرہ صاحب 😘	1
"ہمیشہ یاد رکھیں
 منزل جتنی بھی مشکل کیوں نا ہو 
راستے تو ہمیشہ قدموں کے نیچے ہی ہوتے ہیں ☺
#GoodNightTwitterWorld 🌸"	N	"ہمیشہ یاد رکھیں
 منزل جتنی مشکل نا 
راستے ہمیشہ قدموں نیچے ☺
 🌸"	-1
@Zubair_chatha @KhawajaMAsif سچ میں تمہارے اندر شرم حیا نہیں ہے	N	سچ تمہارے اندر شرم حیا نہیں	1
@SumoRizvi میں بھی میر سلوٹ کا بھائی ہوں 😇🤑🤑😬😬😂😂	O	میر سلوٹ بھائی 😇🤑🤑😬😬😂😂	-2
"یہ تنہا رات یہ گہری فضائیں
اسے ڈھونڈیں کہ اس کو بھول جائیں"	N	"تنہا رات گہری فضائیں
اسے ڈھونڈیں بھول جائیں"	-2
@TheSoomro @ImranKhanPTI @AamirLiaquat آج اس بات کا یقین ہوچلا کہ جس شخص نے عمران خان کو تنقید کا نشانہ پارٹی میں ر… https://t.co/Ta2b2thjsX	N	بات یقین ہوچلا جس شخص عمران خان تنقید نشانہ پارٹی ر…	0
"23/03/2018
ارشاد فرمایا قرآن میں شِفا ہے مومنین کیلۓ مسلمانوں کیلۓ نہیں مومن کیسے بنتا ہے جاننے کیلۓ تشریف لاٸیں
فی… https://t.co/wUSt00TY8q"	O	"//
ارشاد فرمایا قرآن شِفا مومنین کیلۓ مسلمانوں کیلۓ نہیں مومن کیسے بنتا جاننے کیلۓ تشریف لاٸیں
فی…"	0
"نثار میں تیری گالیوں کہ اے وطن کے جہاں 
چلی رسم کوئی نہ سر اٹھا کہ چلے،
جو کوئی چاہنے والا طواف کو نکلے ،
نظر چورہ… https://t.co/tTk45zZsIE"	N	"نثار تیری گالیوں اے وطن جہاں 
چلی رسم نہ سر اٹھا چلے،
جو چاہنے والا طواف نکلے ،
نظر چورہ…"	0
@MediaCellPPP @AseefaBZ چوتیوں کی کمی نہی ایک ڈھونڈو ہزار ملتے ہیں 🐕🐈🐊🐵🐒	N	چوتیوں کمی نہی ڈھونڈو ہزار ملتے 🐕🐈🐊🐵🐒	-1
@Uroosa_Salman حقیقت میں چابی سے چلتا ہے میاں صاحب جھوٹھ نہیں بولتے اور نہ ہی مخالفت براۓ مخالفت کہرہے ہیں	N	حقیقت چابی چلتا میاں صاحب جھوٹھ نہیں بولتے نہ مخالفت براۓ مخالفت کہرہے	-2
"اک چائے دو کپوں میں برابر سی بانٹ کر،
اکثر کیا ہے فرض،  کہ تنہا نہیں ہوں میں۔"	N	"اک چائے کپوں برابر بانٹ کر،
اکثر فرض، تنہا نہیں میں۔"	-1
@ADILJIBRAN کر دے گا تو اک نظر۔ بند راستے جائیں کھل ❤️ حیدر حیدر	N	اک نظر۔ بند راستے جائیں کھل ❤️ حیدر حیدر	-1
اور اللہ نے ان رسی دراز کر دی اور وہ لوگ اپنی سرکشی میں سرگرداں پھرتے ہیں۔ اور جب اللہ ان کی رسی کو کھینچا تو وہ چی… https://t.co/jcAQ8HzlWx	N	اللہ رسی دراز اپنی سرکشی سرگرداں پھرتے ہیں۔ جب اللہ رسی کھینچا چی…	-4
اور جب ان کو کہا جاتا ہے کہ زمین میں فساد مت پھیلاؤ تو کہتے ہیں ہم تو اصلاح کرنے والے ہیں۔ خبردار یہی لوگ فساد پھیل… https://t.co/48YUqpQxOf	N	جب کہا جاتا زمین فساد مت پھیلاؤ اصلاح کرنے ہیں۔ خبردار یہی فساد پھیل…	-2
@anniesehar1 @arifhameed15 پرانی تصویر سے کام نہیں چلے گا ۔ pti    اورعمران نے زرداری کو سجدہ کر لئے ہے ۔ بقول عمرا… https://t.co/PnZVLSolK1	N	پرانی تصویر کام نہیں ۔ اورعمران زرداری سجدہ ۔ بقول عمرا…	1
@badarshahzad7 نہیں	N	نہیں	0
"عامرلیاقت اب کپتان کوڈیفینڈ کریگا۔
جیسے فواد چوہدری کرتاھے۔
یوتھیوں اب تم اس عامر کیاقت کوڈیفینڈ کروگے۔
عجیب پارٹی… https://t.co/bDdkORQqAV"	O	"عامرلیاقت کپتان کوڈیفینڈ کریگا۔
جیسے فواد چوہدری کرتاھے۔
یوتھیوں تم عامر کیاقت کوڈیفینڈ کروگے۔
عجیب پارٹی…"	0
وَ لَا تُصَعِّرۡ  خَدَّکَ  لِلنَّاسِ وَ لَا  تَمۡشِ فِی الۡاَرۡضِ مَرَحًا ؕ اِنَّ  اللّٰہَ  لَا  یُحِبُّ  کُلَّ مُ… https://t.co/0P3dY40f2F	O	وَ لَا تُصَعِّرۡ خَدَّکَ لِلنَّاسِ وَ لَا تَمۡشِ فِی الۡاَرۡضِ مَرَحًا ؕ اِنَّ اللّٰہَ لَا یُحِبُّ کُلَّ مُ…	0
@madam_robena نہ کرو جی	N	نہ جی	0
"یہ ( خبر دینے والا) شیطان ہے جو پنے دوستوں کو ڈراتا ہے لہٰذا اگر تم مومن ہو تو ان لوگوں سے نہیں مجھ سے ڈرو۔
سورہ آل عمران آیت 175"	N	"خبر دینے والا شیطان پنے دوستوں ڈراتا لہٰذا اگر تم مومن نہیں مجھ ڈرو۔
سورہ آل عمران آیت"	-2
"یہ بندہ بھی گٹے جوڑ کہ چھوڑتا ہے 
لگ گیا تے تیر 
نا لگا تے تکا 😆
@HamidMirPAK https://t.co/JNEk9OWMJ8"	N	"بندہ گٹے جوڑ چھوڑتا 
لگ تے تیر 
نا لگا تے تکا 😆"	0
وش کے تمام دوستوں کو سلام صبح اسلام علیکم یااللہ میرےبھن بھائ اور دوستوں پر رحم و کرم فرماء آمین بائے بابل گھنیہ حافظ عطاء اللہ چانڈیو	O	وش تمام دوستوں سلام صبح اسلام علیکم یااللہ میرےبھن بھائ دوستوں رحم کرم فرماء آمین بائے بابل گھنیہ حافظ عطاء اللہ چانڈیو	4
"نا واسطہ تھا کسی شعر سے، نا شاعری سے تھی آشنا 
تیری یاد نے، تیرے درد نے، مجھے شعر کہنا سیکھا دیا...

#MeriPari"	N	"نا واسطہ کسی شعر سے، نا شاعری آشنا 
تیری یاد نے، تیرے درد نے، مجھے شعر کہنا سیکھا"	-2
"وہ میرے شادی سے پہلے اکثر میرے ساتھ ہی رہتی
کبھی شکایت کا موقع نہیں دیتی اسے صبح جلدی
اٹھنے کی عادت تھی جو میرے لئے… https://t.co/5qmG4TxKvb"	N	"میرے شادی پہلے میرے ساتھ رہتی
کبھی شکایت موقع نہیں اسے صبح جلدی
اٹھنے عادت میرے لئے…"	0
ایمنسٹی انٹر نیشنل نے پاکستان پر زور دیاھے کہ وہ جبری طور پر لاپتہ ھونے والے افراد کا مسلہ فوری طور پر حل کرے.… https://t.co/6eqbXvm1rU	N	ایمنسٹی انٹر نیشنل پاکستان زور دیاھے جبری لاپتہ ھونے مسلہ فوری حل کرے…	0
@FarhanKVirk @sufisal کیا ہوا چھوڑ گیا؟ صبح کا بھولا شام کو گھر لوٹ آئے تو اسے بھولا نہیں کہتے	N	چھوڑ گیا؟ صبح بھولا شام گھر لوٹ اسے بھولا نہیں	-1
@AwnChaudry @FarrukhHabibISF اوہ خیر۔ ترین کا ہیلی کاپٹر نہیں ملا عوام میں رہنے واسطے؟	N	اوہ خیر۔ ترین ہیلی کاپٹر نہیں ملا عوام رہنے واسطے؟	-2
@AnwarLodhi لیکن ہم اس کا مقابلہ کرنے کے لیے گندہ کو پارٹی میں شامل کر لیں؟ عامر لیاقت جیسے لوگوں کی پارٹی میں شمول… https://t.co/DzxPNDDHFJ	N	لیکن مقابلہ کرنے گندہ پارٹی شامل لیں؟ عامر لیاقت جیسے پارٹی شمول…	-3
آجکل ٹویٹر پر کاروبار چمکانے کا آسان طریقہ پی ٹی آئی کو ہدف یا نشانہ بنانا ہے پٹواری اور جیالوں دونوں سے آر ٹی بھی… https://t.co/hBXNS9kmnU	N	آجکل ٹویٹر کاروبار چمکانے آسان پی ٹی ہدف یا نشانہ بنانا پٹواری جیالوں دونوں آر ٹی بھی…	-4
"Holy Quran 7:146
-------------------
جو لوگ زمین میں ناحق غرور کرتے ہیں ان کو اپنی آیتوں سے پھیر دوں گا۔ اگر یہ سب… https://t.co/Oy8cqEaE9k"	N	زمین ناحق غرور اپنی آیتوں پھیر دوں گا۔ اگر سب…	-4
راہ دیکھیں تو اسے رستہ بنالیں۔ یہ اس لیے کہ انہوں نے ہماری آیات کو جھٹلایا اور ان سے غفلت کرتے رہے	N	راہ اسے رستہ بنالیں۔ انہوں ہماری آیات جھٹلایا غفلت	-1
غلاظت اور گندگی کا سفر نئی گہرائیوں میں گرتے ہوئے, @CMShehbaz @MaryamNSharif NawazSharifFans @h https://t.co/cavhGFcKR6	N	غلاظت گندگی سفر نئی گہرائیوں گرتے ہوئے,	-2
انسانی زندگی بچایو پکاچانگ ھک مریض کی او نیگیٹو رت جی سخت ضرورت آھی رت جو عطیو ڈیٹ لاء رابطو کندا 03075353630	N	انسانی زندگی بچایو پکاچانگ ھک مریض او نیگیٹو رت جی سخت آھی رت عطیو ڈیٹ لاء رابطو کندا	-3
"میں موبائل کا کچھ ری چارج بیلنس غلط نمبر میں فیڈ کرا بیٹھا۔ کئی بار کال کی تاکہ اس سے کہہ کر اپنا بیلنس واپس منگواؤں مگر 1/5
@mujibshami1"	N	موبائل کچھ ری چارج بیلنس غلط نمبر فیڈ بیٹھا۔ بار کال تاکہ کہہ اپنا بیلنس واپس منگواؤں مگر	-4
"@Muqabil92 @AmirMateen2 چودھری نثار ماڈل ٹاؤن قتل عام میں بھی  آل شریف کے شریک ہیں وہ واقعہ کے وقت وزیر داخلہ تھے
س… https://t.co/Da7e1fShmH"	O	"چودھری نثار ماڈل ٹاؤن قتل عام آل شریف شریک واقعہ وقت وزیر داخلہ تھے
س…"	-1
@EngrKhan161 @EngAsmaraAli @ImranKhanPTI میرے پیارے بھائی کسی بھی اور ممبر کو پارٹی میں لینے سے ہم نے کبھی بھی اعتر… https://t.co/6VZPQ2MzMO	O	میرے پیارے بھائی کسی ممبر پارٹی لینے کبھی اعتر…	0
"تحریک طالبان پاکستان میں شمولیت پر مبارکباد قبول کیجیئے۔ آپ نے بیلنس قبول کر کے اپنی ممبر شپ کی توثیق کر دی3/5
@MEMOONA616 @abdulhayemehta"	O	تحریک طالبان پاکستان شمولیت مبارکباد قبول کیجیئے۔ آپ بیلنس قبول اپنی ممبر شپ توثیق دی/	1
مجھے سمجھ نہیں آ رہا  کہ  پی ٹی آئی ٹائیگرز کو مبارکباد دوں   یا ان سے اظہار افسوس کروں     بہر حال تبدیلی آخری سان… https://t.co/AITMKXuipA	N	مجھے سمجھ نہیں آ پی ٹی ٹائیگرز مبارکباد دوں یا اظہار افسوس کروں بہر حال تبدیلی آخری سان…	2
"دوسرے لمحے ہی مجھے، میں نے جتنے پیسوں کا بیلنس کیا تھا، سے دوگنے پیسوں کا بیلنس وصول ہوا اور ساتھ ہی کال بھی، کہہ رہا تھا5/6
@abdulhayemehta"	N	دوسرے لمحے مجھے، جتنے پیسوں بیلنس تھا، دوگنے پیسوں بیلنس وصول ساتھ کال بھی، کہہ تھا/	-2
پاکستان پیپلز پارٹی کے رکن قومی اسمبلی اور حقیقی جیالے ایاز سومرو انتقال کرگئے ہیں۔۔ وہ ایک منجھے ہوئے سیاسی کارکن… https://t.co/psZ9pasgT1	O	پاکستان پیپلز پارٹی رکن قومی اسمبلی حقیقی جیالے ایاز سومرو انتقال کرگئے ہیں۔۔ منجھے سیاسی کارکن…	-1
عمران یو ٹرنر کی کراچی میں ممبر شپ مہم کامیابی سے جاری ہے عامر لیاقت کہ بعد اب عامر ذکاہ بھی جلد تحریک انساب المعرو… https://t.co/vkxkCLonQD	O	عمران یو ٹرنر کراچی ممبر شپ مہم کامیابی جاری عامر لیاقت بعد عامر ذکاہ جلد تحریک انساب المعرو…	3
"مضحکہ خیر منظر وہ تھا جب نعرہ لگا “جئے عمران”
اس سے پہلے کان “جئے الطاف” کے نعرے سے مانوس تھے۔
الطاف نشے میں گالیاں… https://t.co/tMuPn5At2v"	N	"مضحکہ خیر منظر جب نعرہ لگا “جئے عمران”
اس پہلے کان “جئے الطاف” نعرے مانوس تھے۔
الطاف نشے گالیاں…"	0
پہلے میں پی ٹی آئی کو جوائن کیے بغیر گندا کرتا تھا اب یہ کام میں پی ٹی آئی میں رہ کر زیادہ بہتر کر سکوں گا۔ روک سکو… https://t.co/EQQG3ocpJr	N	پہلے پی ٹی جوائن بغیر گندا کرتا کام پی ٹی رہ زیادہ بہتر سکوں گا۔ روک سکو…	-2
"#WeStandWithKhadimRizvi 
فرعون زمانہ سے کہ دو نہ چھیڑے رضوی  شیروں کو

یہ بدر و حنین کے وارث ھیں، یہ موت سے کیا گھبرائیں گے"	N	"فرعون زمانہ نہ چھیڑے رضوی شیروں کو

یہ بدر حنین وارث ھیں، موت گھبرائیں"	-1
"چوہدری نثار نے نواز شریف کی سیاست کو ادھیڑ کے رکھ دیا-
آج سہیل وڑائچ کے کالم دی پارٹی از اوور یاد آ رہا ہے
جلد چوہد… https://t.co/yOZl5WGpQM"	O	"چوہدری نثار نواز شریف سیاست ادھیڑ دیا
آج سہیل وڑائچ کالم پارٹی از اوور یاد آ ہے
جلد چوہد…"	1
"یاد اُسے انتہائی کرتے ہیں
سو ہم اسکی برائی کرتے ہیں

جون ایلیا"	N	"یاد اُسے انتہائی ہیں
سو اسکی برائی ہیں

جون ایلیا"	-2
"'
پاکستان سمیت
دنیا بھر میں
آج
""خوشی کا عالمی دن""
منایا جارہا ہے

پاکستان سپرلیگ:
کوئٹہ بمقابلہ پشاور
آج لاہور میں ٹاکرا ہوگا
#zs"	O	"'
پاکستان سمیت
دنیا بھر میں
آج
""خوشی عالمی دن""
منایا جارہا ہے

پاکستان سپرلیگ
کوئٹہ بمقابلہ پشاور
آج لاہور ٹاکرا ہوگا"	0
"آلو پالک. آلومٹر. آلوبھنڈی. آلوچاول. آلوگوشت. 
فضل زرداری.فضل نواز.فضل شوکت عزیز.فضل جمالی.فضل عمران خان. فضل محمود… https://t.co/cI7FFCaNSF"	O	"آلو پالک آلومٹر آلوبھنڈی آلوچاول آلوگوشت 
فضل زرداریفضل نوازفضل شوکت عزیزفضل جمالیفضل عمران خان فضل محمود…"	2
سنئیر رہنُما پاکستان پیپلز پارٹی و ممبر قومی اسمبلی محترم ایاز سومرو صاحب اب ہم میں نہیں رہے. مرحوم کی خدمات کو ہمی… https://t.co/EgDS6rmsmo	O	سنئیر رہنُما پاکستان پیپلز پارٹی ممبر قومی اسمبلی محترم ایاز سومرو صاحب نہیں مرحوم خدمات ہمی…	0
@Waqtnewstv @MaryamNSharif @pmln_org @CaptSafdarAwan @ImranKhanPTI @PTIofficial عمران نے آفشور کمپنی پاکستان سے لوٹ… https://t.co/UydhqfRL9Y	O	عمران آفشور کمپنی پاکستان لوٹ…	0
"خیر مناؤ اب۔
اب اچھالنا کیچڑ خان کی ذات پہ
چٹھی کا دودھ یاد کروانا ہے تم لوگوں کو۔۔😀
#AamirliaqutPTi #AamirLiaquat https://t.co/4uMOBn8YoZ"	N	"خیر مناؤ اب۔
اب اچھالنا کیچڑ خان ذات پہ
چٹھی دودھ یاد کروانا تم کو۔۔😀"	-1
یورپ کی مسلمان عورتیں نقاب کرنے کےلئے لڑ رہی ہے اورمسلمان ممالک کی عورتیں نقاب اتارنےکے  لئے لڑ رہی ہے.	N	یورپ مسلمان عورتیں نقاب کرنے کےلئے لڑ اورمسلمان ممالک عورتیں نقاب اتارنےکے لڑ	0
عامر لیاقت کی شمولیت پر اعتراض تو ایسے ہو رہا ہے جیسے پہلے پی ٹی آئی میں مہاتیر محمد اور سٹیفن ہاکنگ جیسے باوقار لوگ ہیں😋🤣	N	عامر لیاقت شمولیت اعتراض ایسے جیسے پہلے پی ٹی مہاتیر محمد سٹیفن ہاکنگ جیسے باوقار ہیں😋🤣	-1
"یہ  جو  سیاسی  فیصلہ  گردی  ہے
اسکے  پیچھے  وردی  ہے
مرگ  بر  گل  خان"	N	"سیاسی فیصلہ گردی ہے
اسکے پیچھے وردی ہے
مرگ بر گل خان"	-1
"اور اسے کبھی تعلیم کے نزدیک بھی نہ جانے دو تاکہ وہ ہمیشہ غلام ذہنیت کا جیالہ رہے۔۔
یا پھر کھوتے کھا کر سوچنے سمجھنے… https://t.co/HdZhkdXphT"	N	"اسے کبھی تعلیم نزدیک نہ جانے تاکہ ہمیشہ غلام ذہنیت جیالہ رہے۔۔
یا کھوتے کھا سوچنے سمجھنے…"	0
"@RehamKhan1 ہاہاہاہا 
ہم تو مشورہ دیتے ہیں, کہ پھانسی پر لٹکا دو 
تو اور مقبول ہوجائے گا"	N	"ہاہاہاہا 
ہم مشورہ ہیں, پھانسی لٹکا 
تو مقبول ہوجائے"	1
"@UmarCheema1 او جاہل انسان تیرا توڑ ہے عامر لیاقت ٬٬ تیری بکواسیات کا جواب دینے کے لئے بندہ چاہیے تھا مل گیا
ویسے یہ اسکرین شاٹ fake ہے"	N	"او جاہل انسان تیرا توڑ عامر لیاقت ٬٬ تیری بکواسیات جواب دینے بندہ چاہیے مل گیا
ویسے اسکرین شاٹ"	-1
سنئیر رہنُما پاکستان پیپلز پارٹی و ممبر قومی اسمبلی محترم ایاز سومرو صاحب اب ہم میں نہیں رہے. مرحوم کی خدمات کو ہمی… https://t.co/J5yaWTcGha	O	سنئیر رہنُما پاکستان پیپلز پارٹی ممبر قومی اسمبلی محترم ایاز سومرو صاحب نہیں مرحوم خدمات ہمی…	0
"دیـوانہ کـــر گــئے وہ    اک نـظــر دیکــھ کــر..

ہم کچھ بھــی نہ کـر ســکے بار بار دیکـھ کــر."	O	"دیـوانہ کـــر گــئے اک نـظــر دیکــھ کــر

ہم کچھ بھــی نہ کـر ســکے بار بار دیکـھ کــر"	0
@geonews_urdu ٹی وی کا اتنا ڈر انصاف کیسے کریں گے	N	ٹی وی اتنا ڈر انصاف کیسے	-1
@geonews_urdu خواجہ آصف کا آصف خانم ھسپتال ھے	O	خواجہ آصف آصف خانم ھسپتال ھے	0
"اب کسی اور پارٹی میں جانے کا سوال ہی پیدا نہیں ہوتا۔ ""ماں باپ"" نے کہہ کر بھیجا ہے کہ اب یہاں سے تمہارا جنازہ ہی نکل… https://t.co/bkfUbkwxX8"	N	"کسی پارٹی جانے سوال پیدا نہیں ہوتا۔ ""ماں باپ"" کہہ بھیجا یہاں تمہارا جنازہ نکل…"	1
"شاید کئی راتوں سے نہ سویا تھا مصور......
تصویر کی آنکھوں میں قیامت کی تھکن تھی!!!"	N	"شاید راتوں نہ سویا مصور
تصویر آنکھوں قیامت تھکن تھی!!!"	-4
"@UmarCheema1 اﭼﮭﮯ ﮐﭙﮍﮮ, ﺍﭼﮭﺍ ﮐﮭﺍﻧﺎ ﻡﮩﻥﮕﯽ ﺟﻮﺕﯽ, ﺍﭼﮭﺍ ﮔﮭﺭ....!!!!!

کالے ﺩﻝ,  گهٹیا سوچ سستے ﺷﻮﻕ,  ﻣﻨﺎﻓﻖ ﻟﻮﮒ...!!!"	N	"اﭼﮭﮯ ﮐﭙﮍﮮ, ﺍﭼﮭﺍ ﮐﮭﺍﻧﺎ ﻡﮩﻥﮕﯽ ﺟﻮﺕﯽ, ﺍﭼﮭﺍ ﮔﮭﺭ!!!!!

کالے ﺩﻝ, گهٹیا سوچ سستے ﺷﻮﻕ, ﻣﻨﺎﻓﻖ ﻟﻮﮒ!!!"	0
"حقیقت ثابت نہیں کی جا سکتی ــ سورج کی روشنی کا ثبوت ــ دیکھنے والے کی آنکھ مہیا کرتی ہے ــ !

#Abbas_Raza"	N	حقیقت ثابت نہیں جا سکتی ــ سورج روشنی ثبوت ــ دیکھنے آنکھ مہیا ــ	1
"پیپلز پارٹی کے رھنما ایاز سومرو انتقال کرگئے اللہ پاک درجات بلند فرماے آمین. 
#Ayazsoomro https://t.co/2OornjOKlB"	O	پیپلز پارٹی رھنما ایاز سومرو انتقال کرگئے اللہ پاک درجات بلند فرماے آمین	0
"اناللہ وانا الیہ راجعون.
پاکستان پیپلز پارٹی کے سینئر راہنماء و رکن قومی اسمبلی ،محترمہ بینظیر بھٹو شہید و سابق صدر… https://t.co/UUwraDeoWf"	O	"اناللہ وانا الیہ راجعون
پاکستان پیپلز پارٹی سینئر راہنماء رکن قومی اسمبلی ،محترمہ بینظیر بھٹو شہید سابق صدر…"	0
@SenTi_GuLwisH وعلیکم سلام  جیندی رہو https://t.co/Bgkse3luSZ	O	وعلیکم سلام جیندی رہو	0
یہ بڑے دکھ کی بات ہو جاتی ہے جب ہمارا ایک دوسرے کے دکھ سے کوئی واسطہ نئیں رہتا	N	بڑے دکھ بات جاتی جب ہمارا دوسرے دکھ واسطہ نئیں رہتا	-3
"عمران خان سے ہر اس بندے کی تکلیف ہے 
جو کرپٹ ہے 
یا جسے اپنے لفافے بند ہونے کا خطرہ ہے"	N	"عمران خان بندے تکلیف 
جو کرپٹ 
یا جسے اپنے لفافے بند ہونے خطرہ"	-4
